Hash,Method,Block,Age,From,To,Value,Fee
0x79eed66f27b95aa49af675556d3dabbf0548027a52f83f7906cd432455dd70b9,0x5e80ed1b,19389844,9 mins ago,jaredfromsubway.eth,MEV Bot: 0x6b7...A80,0.000000467 ETH,0.00775049
0xb0c08a8710e66123c804dfe403b81a0f3431881f9593aad531b2f5343816acf5,Aggregate,19389844,9 mins ago,0x467E34B3...1be50D0eB,TransitSwap v5: Router,3 ETH,0.01030666
0x857b3f15c7323c982940b37c60cb044abbf2cdcef03d90074cd100055ebd8a56,0x5980ed1b,19389844,9 mins ago,jaredfromsubway.eth,MEV Bot: 0x6b7...A80,0.000000467 ETH,0.00521414
0x003bc888bcdef7a5bfc5dc95227196168c2e58f598c3abffb5dc3f3fa36ea118,0x0162e2d0,19389844,9 mins ago,0xb2B3F255...d8aeEdCd3,Banana Gun: Router 2,0.1 ETH,0.01431286
0x684fd59bef31257b1ea995a54e5aeec4347ca142a93fe092fcef031d4204e0fc,Swap Exact ETH F...,19389844,9 mins ago,0xa5347664...3862A44c2,Maestro: Router 2,0.1 ETH,0.01393384
0xb042a61ff86443e757586afe8b6aed8b0b90b87f40efd63fcd153c77d3788152,0xe16dd1ef,19389844,9 mins ago,0x570A00Fb...f8e5A4A9B,MEV Bot: 0xc6f...ae1,0 ETH,0.00692649
0xc9ed62f8aaae08746a82bf37a67799bb1066c7663cc24dc7b3e468f5ad2193fa,Transfer,19389843,9 mins ago,builder0x69.eth,0x91da5bf3...C6355c59c,0.055726449 ETH,0.00108759
0x9fe705383e260ae21d9ed60de1c2fd2d46f7a3e9cf189b94d850f27a53d1d42a,Transfer,19389843,9 mins ago,mercuryo,Tether: USDT Stablecoin,0 ETH,0.00327424
0xb9bff0c4e2296f27324d90b475d3519c9aaeda74aa752003da8da3a12425f944,_transfer With T...,19389843,9 mins ago,0xCdF74BFF...d4866703A,0x32D3e847...13d2CDA2d,0 ETH,0.00546519
0x787e1c17f3020f0d3564d7ff66c0e60ab7bb4e251c401032f76451c830e0734c,Transfer*,19389843,9 mins ago,0x415c8893...226b84AA7,0xFf000000...000081457,0 ETH,0.06994706
0xf3d28e0a92492fe60bcd86f858f1207ec06005895fcc484295b413b350358dc0,Commit Batch,19389843,9 mins ago,Scroll: Batch Committer,Scroll: L1 Scroll Chain Proxy,0 ETH,0.05923676
0xb33f29148fa1f60f70d5cb42e94c439e6d9de0dc744a9735f1cb39c0945cd2e6,Execute,19389843,9 mins ago,0x8fBdAe44...A288Ff345,Uniswap: Universal Router,0 ETH,0.019561
0x87e3f4b40991f83910ed3fe09a37d8ae9c7a3faf2bac2c790984b344e7969ac5,Approve,19389843,9 mins ago,0x60CEEf10...A96f475f6,Swell Network: rswETH Token,0 ETH,0.00279573
0x98e9c6b6002780b5d655b0e999e7b5a0537c8aba75053f95545bfe6b65cbe946,Vault In,19389843,9 mins ago,0x026151a3...F17846986,0x77F0De65...dfD3f5DA9,0 ETH,0.00474513
0x478e328fdf4313474a0acb47bec4bdf6798a0901ed21639347905a6e0dfca070,Execute,19389843,9 mins ago,0x5c89754A...4d7A88f1A,Uniswap: Universal Router,0 ETH,0.00946863
0x259427e5d8a7b45fc5f1d3aa049bf2554a3d5ed2d38de6104e20532016d37121,Execute,19389843,9 mins ago,0x8DD85568...CD005217d,Uniswap: Universal Router,5 ETH,0.00807348
0x00fe6e3af5d44590c3827f1e58c40057deda68c661d14bf6c8ae7bdea7a5c6ab,Take Bid Single,19389843,9 mins ago,0x35701880...0d84c4D2b,Blur.io: Marketplace 3,0 ETH,0.0095363
0x58fb2f4b63a155530a422242ce462f6eafdf7ee7010dba4b9bc7400e363b3620,Transfer,19389843,9 mins ago,0xb2c4f3e7...B6a494220,0x52586654...51F479CAB,0.002387981 ETH,0.00108815
0xe2c2ca517529ed36c0debeedfcea3f430c9fd2e5775ecaf132f41b012908f6c7,Execute,19389843,9 mins ago,0x0f2a4197...5c4e4d8bC,Uniswap: Universal Router,0 ETH,0.01012851
0xdd7465bce91d62b99ea92b2bee105364e1b44a081fe801b2e5089dc9a4b8150c,Execute,19389843,9 mins ago,0x78Ec9745...824d8738B,Uniswap: Universal Router,0.3 ETH,0.00714903
0xe28aad171e8a16db9b3cd5e89061ae0cacdd65b7798c14e53154e445998d053c,Execute,19389843,9 mins ago,0x6F230379...6d99Efa15,Uniswap: Universal Router,0 ETH,0.00946784
0xae3e8e531da53c07a25d97c630818ac4fc3f26fc0eeab45cb84bc1c243d13997,Buy With Eth,19389843,9 mins ago,0x9219a427...50B496466,0x81b8A3Cd...64dE9fF1a,0.0047 ETH,0.00822242
0x70f4b3bbdff88e09f312bff2a80e18b52435239216087738c5e696d14d237712,Execute,19389843,9 mins ago,0xDaeB5f43...544fC3aA4,Uniswap: Universal Router,0.764 ETH,0.0076415
0x4e463f981fda4ab615f12f4fb64dc5713d9ab9a2142ef07e681ce852b2281735,Stake,19389843,9 mins ago,0x4D860c6B...D565aeAB8,0xe0D0Cf87...354deC994,0 ETH,0.00382088
0x7df744005733d13ead367f54a1984419d6905f97c201b26370cbbc6b920ee598,Transfer,19389843,9 mins ago,0x90c2547A...1c5EF5FDB,Tether: USDT Stablecoin,0 ETH,0.00214113
0xcaf287dee6bf5f6547db61ddaac1f6e36aef0140965fc31882389f65489c983b,Execute,19389843,9 mins ago,0x9B98C0Ad...902BA03Bc,Uniswap: Universal Router,0 ETH,0.0098688
0x313c70576ce5bdf0ac6878290a7ad7a9a4e19edc842e7d81028482f1f05094ba,Execute,19389843,9 mins ago,0x8918d314...B45B75C95,Uniswap: Universal Router,0 ETH,0.01263231
0xe923a235a469e2fc27e6fabe7c89169c6b30b7be4505f17e0d787b57728a82bf,Execute,19389843,9 mins ago,jelo.eth,Uniswap: Universal Router,1 ETH,0.00688772
0x31fb3595be48a040ede4df6531891060b0040320c33a4bec65c36a0ae714f212,Approve,19389843,9 mins ago,0xA0624a8C...251f27B6b,0x943Af2ec...15002e604,0 ETH,0.00242565
0xe1a5ee27f682f2e8cf53cf2ebd5a3fcdd13f4182963e749fa634c60377a21768,Transfer,19389843,9 mins ago,0xC76dBb0c...797495e24,0x1e3977Bc...eFAfbe280,1.99 ETH,0.00108815
0x3dcc102f50268d02f33a77388c780ff0d3f72e9e68bff897640bc7b0f496c098,Transfer,19389843,9 mins ago,0x9f80859c...e27db0A82,0x7cBf7540...9ED620Ed0,0.544896473 ETH,0.00108815
0xc64074223d12fba405b775be3c2845efee23a03a5d24201ab0a8b2a62846f83d,Approve,19389843,9 mins ago,0xE64AAF23...c0abA60F3,Maker: Dai Stablecoin,0 ETH,0.0023899
0xb2f465ca9b4b62c201644efdf8bf06f2dda209aae5a7c1657a22395286fad1a5,Transfer,19389843,9 mins ago,0x8717AE14...D29987A70,0x0e6D98de...DeA898Dc6,0 ETH,0.00488499
0xc3856f0c79c37ee09f9008a09fa80507ca8d243accd142f0a3a5a6305223662f,Deposit Transact...,19389843,9 mins ago,0x3890edc0...ce2fA0cc9,Zora: Bridge,0.03 ETH,0.00285775
0x010d560c756cd987c268dc9ae17be292ae9422b3e684fb91bed4844f7ab96b9e,Execute,19389843,9 mins ago,0x5Cd67b00...609770428,Uniswap: Universal Router,0 ETH,0.01173468
0x14eb6b65e80ee74080a4bc5f3872ccfa1635cadb7f6eb2b7f1b37f4713fa72d4,Transfer,19389843,9 mins ago,0xcc591A77...83806e803,0x209a78d2...212B44F2c,0 ETH,0.00169166
0x9b11c7080fe681c8fd9c8bdfa89fab637e902832f19a6d80bf5528c181d8429d,Execute,19389843,9 mins ago,0x92BAc955...683aE770c,Uniswap: Universal Router,0.1525 ETH,0.00692036
0x4deccde6140c68d5a9be866bd3bd63507dc69aa1172179ef3cda2a76acdef011,Execute,19389843,9 mins ago,ratonga.eth,Uniswap: Universal Router,2 ETH,0.00897869
0xeb2ce342b409b0beeb2b3a593ef960923fad2a57469d716b66cae95517dcbfc3,Execute,19389843,9 mins ago,0x795C19F9...d2a604DE6,Uniswap: Universal Router,0.21 ETH,0.00778167
0xc6eb84e8bcf79a299e5a101ca4909fc15de39b71c8aee6fb01a9f8ff97cb981a,Execute,19389843,9 mins ago,0x5FCcfBcc...3AE0Dc3ae,Uniswap: Universal Router,0 ETH,0.01051703
0xf33c9bb9467f8510a6f09b5d5dc5217cd5bc5b82baf358ebfd21b2d5e09869cb,Refinance Auctio...,19389843,9 mins ago,0xd2e80D60...39d6f68Bc,Blur: Blend,0 ETH,0.00362589
0xcb75cc7e33165673a005ebd37c2bee85727e0917a390cf274529562c3abbe850,Transfer,19389843,9 mins ago,0xbb30204A...9aa0888be,Circle: USDC Token,0 ETH,0.00322612
0xe5a4185da108c9d00ce0298b0a8790d14de4432b4f895a980019a17c862c1b07,Bridge ERC20,19389843,9 mins ago,0x6666667F...2f8547340,Blast: L1 Standard Bridge Proxy,0 ETH,0.00261396
0xe9815a00449996c5a76877705f9459758d978ec5c057b723786b7390dd21dc89,Transfer,19389843,9 mins ago,0xF172c4b9...1CAfB2D98,0x2330F441...A62D7c7e1,0.00001 ETH,0.00108815
0x68ff8570dc91f5fd901dc1360a549496dfb25aebb97758dd19cf6e61b7ba94ea,Transfer,19389843,9 mins ago,0x48F6F00A...45a106295,0xAe4c7fD3...3C4DC05BE,0 ETH,0.00108815
0xcfa7c60f17f82acb35caf51f1cfdc66fc83d3b15608b132c6445e5506157ba9c,Transfer,19389843,9 mins ago,0x61dE4f72...DD9f043fB,0xCA5fc749...44dF9Ca2E,0.009 ETH,0.00108815
0x9b43758729277b7b9129502408d2dac79b370a0dadefc085d10d29d625af2a97,Transfer,19389843,9 mins ago,0x4275aF2f...36ffEF3Aa,0xB490B913...8b85C2b9c,0.0763 ETH,0.00108815
0xfafa2b1568797815dfcc36bed968b0485b09ed9c19989fa890623e12b0f70599,Transfer,19389843,9 mins ago,0x603C7E0B...61A9DA883,0xD9812F24...B7f7a2603,0 ETH,0.0039042
0xc3482db09aee508d7de85b3cddfe0215675cbb1531751c26ba847457a18bcad9,Transition,19389843,9 mins ago,0x6d76Bef8...452a078A4,Blast: Deposit,0 ETH,0.01192573
0xe979f136f6772ed59192cd742c9a596e189fb99d13def61517072f03764cdc61,Execute Controll...,19389843,9 mins ago,0x30F293cA...1C525ea20,Socket: Gateway,1.25 ETH,0.00530611
0xd3fc121808732b9b3a1e9b14cb16210b906ca6dfaef9c82c468fd020ea6c0c7a,Transfer,19389843,9 mins ago,0x62CC9Ea4...2cD5991AB,0x8d6A0Df4...BFBb4364c,0.001 ETH,0.00108815
0x687d8dac25e4d61f6258c8760152a70c9fcb9d0ed71ee4856ba23968132ba2a1,Transfer,19389843,9 mins ago,billynftees.eth,0xCF52517F...580831a8E,0.038 ETH,0.00108815
0x76ba8df6697690794a0bf139e1a74abc50fb40deab9ece200f3e5e43745d5646,Transfer,19389843,9 mins ago,0x584428C5...3314520b4,Orbiter Finance: Bridge,0.001895 ETH,0.00108815
0x027425770a273e14a9a3ffcdef927fa32c560d03a7b284f8cab9d82d719bdf9c,Approve,19389843,9 mins ago,0xE8659450...eC54D6ae3,0xDDA31D35...147C0F7F4,0 ETH,0.00244629
0xc19b18ef65e568a4ee72e56b18cd0881e9123e8cb8a1d7a6d6acac8810596373,Swap,19389843,9 mins ago,*8cc🔥️🔥️.eth,1inch v5: Aggregation Router,3 ETH,0.00904341
0xadd56777342fb081c6aed8a307a90421bd73446b9fe9f79064091a548cc6cc97,Flush Forwarder ...,19389843,9 mins ago,Bitstamp 1,Bitstamp 2,0 ETH,0.00345382
0xbda72860c6db2d360904a7b33e4136f124afcf0b7a9b5af9f6589a6f9fd5df6b,Approve,19389843,9 mins ago,0x2ef4A363...0BA1D9BEF,Hypr Network: HYPR Token,0 ETH,0.00175619
0xe26cc328d57f4b3ad39b86dc33093f61016fbf4763798d99c989793cb8a6b7f8,Approve,19389843,9 mins ago,0xd6B1d82B...5259b5Fa9,Pendle: YT-weETH-27JUN2024 Token,0 ETH,0.00238076
0xa913e4387a78cf165a840980c9ba0b72b7415b9b2c52259820e477df9021f025,Execute,19389843,9 mins ago,0x2a9EDB5d...e26CE82e5,Uniswap: Universal Router,0 ETH,0.00663753
0x768dcbf8e863d356d243cc5e6eb8f615cd814fba41d0cca5b330a5de50d81e89,Transfer,19389843,9 mins ago,0x3e61a49a...9a5220426,0x08EAd225...973F70070,0.03 ETH,0.00108967
0xd35a38753c29abbb6e48f9a416952e1753f51d7a1d34e30e4af360de4667873a,Swap,19389843,9 mins ago,*ilikethis👍🏼.eth,1inch Network : Aggregation Router V6,0 ETH,0.00987463
0xfe67c49b35089e3f7575bcd13b93ba26b2f43673f8574fc8dfb18a58ee6fdd82,Execute,19389843,9 mins ago,0xE61F90a6...691691D2B,Uniswap: Universal Router,0 ETH,0.00675804
0x84ccf44264989cc130772e405bc190d523ef4dfba5e21aabe5055f96084e1488,Transfer,19389843,9 mins ago,0xfAd1332A...F64325B58,0x0F4fAE9b...689247dc3,0.64294061 ETH,0.00109011
0x0ef6b8759e6edc3c35731191e69355fa47ddc80cb0cf8a09c1a57adf0cf32e8b,Transfer,19389843,9 mins ago,0x3C4d030F...C3003C6d7,Circle: USDC Token,0 ETH,0.00323689
0xf793e8bbec377a98e2a57c78638f2c52333d1e99e8013a314af3e7e067b331d4,Transfer,19389843,9 mins ago,0x440DE385...99b5b5b56,0xc2524BB2...2e2a7f99C,3.33694836 ETH,0.00109263
0xad5925789540e98899ec005c8f524a3c9f9644ec2b64f4081ad48509e989cb59,Transfer,19389843,9 mins ago,Union Chain,0xdb72076f...69B92356f,0.16478257 ETH,0.00109809
0x796692d45ae95ad44c8202513eee1d583ab5c0e043b0b0d7842c3e6aa6c27aaa,Transfer,19389843,9 mins ago,Union Chain,0xdd9088F9...0b8b84f4E,0.03376927 ETH,0.00109809
0x8b7ea313c27553df5ca5229ea1791206a9d81bf64d61cffc3a6b921b0a5aea9d,Transfer,19389843,9 mins ago,Union Chain,0xbF5a6739...20c390cb3,0.00936399 ETH,0.00109849
0xd4545ee9d50e3e2d6d7ed5def42c52e7be5c6f28d91d77daa1c4657f3b261e61,Approve,19389843,9 mins ago,0xB13A5a02...11EBd1D8c,Tether: USDT Stablecoin,0 ETH,0.00255781
0x14d4978e09b6e0b1837bb8bdb539498ae4c219ffcc1e25f9526035ef8fd71460,Approve,19389843,9 mins ago,0x13e299bB...aB0078dD0,0x069d8997...8Cbd2568D,0 ETH,0.00280205
0x9f227971de90bf6441dbcfbbcc2a7cbc47ed81f139471e7ecbe70dc12204312e,Transfer,19389843,9 mins ago,0xaB782bc7...8F63ee1bC,braindeployer.eth,0.01424082 ETH,0.00110859
0x320d64b6c66a5f8727cee0b846a5c0bd3f97573a4c0274b114ae762758d4d4be,Transfer,19389843,9 mins ago,0x221627e9...0a0476722,0x67C86322...7167ea99c,0.16669082 ETH,0.00110859
0x856aca0aaae30c1d9d5da8f42c30c1327ed2ba35872703e2a3f044fc3c9380fa,Transfer,19389843,9 mins ago,0x2F75F133...dc1130c51,Perpetual Protocol: PERP Token,0 ETH,0.00272815
0x28b98d37402652d7a4d2799eaaf2585fef1488bf4bad5c812e09836ae3a49159,Transfer,19389843,9 mins ago,0xc00EEbe4...eE8132BaB,0xb826c146...BADc3d457,0.001336333 ETH,0.00110859
0x3124a3e039d910b21ca0a80cc190c89e5317026ca5e2d604d71f68f7ef0dfb1d,Transfer,19389843,9 mins ago,0x69917f7f...d04759a0B,0xd090Ce9c...FaA8eB285,0.00713705 ETH,0.00110859
0x3b3e7cc7ad57aa922419b0162ad953e19f303147eb39a88096ea7b25ec89d601,Transfer,19389843,9 mins ago,0x29597711...eA79DA4B1,Perpetual Protocol: PERP Token,0 ETH,0.00247665
0x92896bce25459077e819af6c657f02e5255a05e090b92a623f3b833f0d76a31b,0xb07f8496,19389843,9 mins ago,0xc182f073...65cE63d65,0x848Eb18B...ab525Bc2e,0 ETH,0.01454581
0xf38b2d701d1984d07e13d700c4e3301e1ae5047ed3cb6d82f8f4e1e672a639d7,Swap Exact Token...,19389843,9 mins ago,0x7A608BD6...4750C9083,Uniswap V2: Router 2,0 ETH,0.00670158
0x91e7c8bfc0a6a8446da3b18bf7eb48c32945e083a8eabd73530a08f22b51e061,Rebalance Sell W...,19389843,9 mins ago,0x86D72fE4...ddA45E2F3,0xd17b3c97...3BcD81e2E,0 ETH,0.01044714
0x98a0014585d58370c23c1263905c30da3f89716b7768aa82cb2d7bac450ff2fd,Transfer,19389843,9 mins ago,0xFF3b832c...A022c5de7,0xaa9D4b26...d7162EF13,0.855673895 ETH,0.00111909
0xded4186b13d07a620ee7474d0fb894394aa4dd97b1084a41e2a5668e84eac5d7,Request L2Transa...,19389843,9 mins ago,0x8Cf02C90...3028c67dB,zkSync Era: Diamond Proxy,0.039029819 ETH,0.00566668
0x1456637d51bf3085a1688c4af8d1b041914a97180b2c3dfd2cecd7496263a954,Transfer,19389843,9 mins ago,0xb6C33B7d...bd41b7355,0x894D6B2b...975f6A867,0.13456089 ETH,0.00112959
0x8db1fabc078e4de14e3dcad76db1738edeb16b1b018926ba538dbd542e79e07a,Transfer,19389843,9 mins ago,Kraken 4,0x82edaC8a...bae960784,0.006 ETH,0.00112959
0x6d8593206be58a969f2060a61f1de8c97c59dbc3d4f377370d6c31fb9450bab8,Transfer,19389843,9 mins ago,Kraken 4,0x2A362d2C...EC9523b39,0.02777 ETH,0.00112959
0xac02316674b115c3a173dea6f995026cdea49004f3505407946fb9252b598a97,Transfer,19389843,9 mins ago,Bybit: Hot Wallet,Tether: USDT Stablecoin,0 ETH,0.00248021
0x773f1fe3ef90abd31dc3d8ddf8ac9d3eb41e8c7d4b3b33310a6eae345d8503bc,Transfer,19389843,9 mins ago,OKX 24,0x3C5aAaE5...8f30d9b3E,0.13412188 ETH,0.00112959
0x567d849881462379e13213672e397bba851455494714bb51c68aed161d7c6733,Transfer,19389843,9 mins ago,Kraken 4,0x049248c4...CDc584Db4,0.002 ETH,0.00112959
0x80e9ac58558bd6674d32ec94a6ead6f144680a74b9e0b1cc29414e8a6dc45319,Transfer,19389843,9 mins ago,Kraken 4,0x42fd3Fef...ff011f9db,0.02420638 ETH,0.00112959
0x4f66e854d51e1e0eafaeca48b9de736ffe54757ee926c6edceb438a4846c1023,Transfer,19389843,9 mins ago,Kraken 4,0x8E3F4e27...674396e12,0.027795 ETH,0.00112959
0xca740af983ff1edb53a3ebab528deb7c8e0f24bfbf87f2a59df14ef64c500338,Transfer,19389843,9 mins ago,Kraken 4,0x53bd83e1...791d84504,0.15322304 ETH,0.00112959
0x5790e7560ee34e9bfe310ab52081721e7a46d3a30fb7d8c84f9c4cad34185888,Transfer,19389843,9 mins ago,Kraken 4,0x43E95902...7f76cc104,0.0795 ETH,0.00112959
0xb75a884be5fec4bc5ce8eb85f991e3caf359edeb5d23430b054254bfbc092ec9,Approve,19389843,9 mins ago,0xb1c757c1...Ad1671d92,0x069d8997...8Cbd2568D,0 ETH,0.00289058
0x25fa0c73181396b9bb6503eebbf1cbfb2f03618298754de54fa8f721fb9dc509,Transfer,19389843,9 mins ago,Binance 18,Tether: USDT Stablecoin,0 ETH,0.00248021
0xb0915434f15363873441ccbe36c4d36ba1f666770110994c4260ba2ffd8a2679,Transfer,19389843,9 mins ago,Kraken 4,0x8f36ED8b...7A7775408,0.618668427 ETH,0.00112959
0xb95e2cce4bd33d979028a48b087ed6fa8416a0874d3bba03b3f18f9bfb223c4d,Transfer,19389843,9 mins ago,Binance 15,Tether: USDT Stablecoin,0 ETH,0.00340003
0xbc4e65c24ed888b21acad9777f1153bd13692a897be7b75abe5ac7f0d6f9e513,Transfer,19389843,9 mins ago,Binance 17,Tether: USDT Stablecoin,0 ETH,0.00340003
0x5c17e4b0789607fe44a8f9b72405c8e83aa8e625b8fde1e947d38093f38ba465,Transfer,19389843,9 mins ago,Binance 20,0xb40fF6F0...41863a8B4,0.0083 ETH,0.00112959
0x92e176f7c38cae726f50555eebf06b2fc37866a534cc15d9f0a68bed765ee0ab,Transfer,19389843,9 mins ago,Binance 14,Lido: LDO Token,0 ETH,0.00713911
0x6852e2bde957a58de4f3d01519b1de651fbd6a4bacf4eb533ff86ac5fed20cfe,Transfer,19389843,9 mins ago,Binance 16,Gitcoin: GTC Token,0 ETH,0.00306701
0xfb03fb89f475183c7181d8eebb0860af8e2c55073826f68cd9498050e227efdd,Transfer,19389843,9 mins ago,Binance 18,0x25123d0E...e57B4A1E9,0.3 ETH,0.00112959
0xf95a81d49f375f9384e09c1f925984bd1def406143552024bc6737b4e8b7b331,Transfer,19389843,9 mins ago,Kraken 4,0x545FA125...d735574d9,0.05945224 ETH,0.00112959
0x44000f8ad4aa0e849db5a31d5a29701c4a1c52347a49d841be3ac205c2d77924,Transfer*,19389844,9 mins ago,0x7591d15c...CE0Efb1E9,0xdE0196bF...39Cd6AebA,0.006424 ETH,0.00172751
0xcfbfc967cf557ce26db1ad2b2006a6a6ccf5b8b8578711a17fdf3bd96bfc32bc,0x0938b20b,19389844,9 mins ago,0xA8A2A74F...bB92Ce12A,0x77EDAE6A...476e8f83f,0.13 ETH,0.00995762
0x1b9840e308944cf153d53d0e0dc87de2971fa1c6dc7242ceb82aa4b9d3f82415,Transfer,19389844,9 mins ago,0x051ACf8d...69704Ac50,Tether: USDT Stablecoin,0 ETH,0.00455191
0x22e34fd154d107da0742b86d8dde0df88a49a574f7a9997a594b4cafc0719ae7,Transfer From,19389844,9 mins ago,0xDF899a96...04841CD53,Tether: USDT Stablecoin,0 ETH,0.00389621
0xe0c7f6edf361d8702e8bd6cf1d5f9f58c3f285088328fb7d38677e6bf23a190c,0x0162e2d0,19389844,9 mins ago,0x8df60977...fc7d89123,Banana Gun: Router 2,1 ETH,0.00845222
0x323f56fdc10ac4de47d2afa2e755de36552b6b13fcde1690b740eeb7cdd0bc21,0x5809d496,19389844,9 mins ago,0x315D2Ee4...04F8D9EbA,0x738e79fB...f61502221,0 ETH,0.00773114
0x00e771bcb33409b3fa6b9bf0b1b30a24a69244fe69cb33022727d8fad2279569,0x741143fb,19389844,9 mins ago,0x000C227e...468dCd29B,MEV Bot: 0x6f1…168,0 ETH,0.00679938
0x1128179bb4df6faf1fe2a67e0c1496385a2ca459341414f10be4645a525cf406,0x82762f5c,19389844,9 mins ago,0x137d923E...b2722D562,MEV Bot: 0x6f1…168,0 ETH,0.00844469
0x79eed66f27b95aa49af675556d3dabbf0548027a52f83f7906cd432455dd70b9,0x5e80ed1b,19389844,9 mins ago,jaredfromsubway.eth,MEV Bot: 0x6b7...A80,0.000000467 ETH,0.00775049
0xb0c08a8710e66123c804dfe403b81a0f3431881f9593aad531b2f5343816acf5,Aggregate,19389844,9 mins ago,0x467E34B3...1be50D0eB,TransitSwap v5: Router,3 ETH,0.01030666
0x857b3f15c7323c982940b37c60cb044abbf2cdcef03d90074cd100055ebd8a56,0x5980ed1b,19389844,9 mins ago,jaredfromsubway.eth,MEV Bot: 0x6b7...A80,0.000000467 ETH,0.00521414
0x003bc888bcdef7a5bfc5dc95227196168c2e58f598c3abffb5dc3f3fa36ea118,0x0162e2d0,19389844,9 mins ago,0xb2B3F255...d8aeEdCd3,Banana Gun: Router 2,0.1 ETH,0.01431286
0x684fd59bef31257b1ea995a54e5aeec4347ca142a93fe092fcef031d4204e0fc,Swap Exact ETH F...,19389844,9 mins ago,0xa5347664...3862A44c2,Maestro: Router 2,0.1 ETH,0.01393384
0xb042a61ff86443e757586afe8b6aed8b0b90b87f40efd63fcd153c77d3788152,0xe16dd1ef,19389844,9 mins ago,0x570A00Fb...f8e5A4A9B,MEV Bot: 0xc6f...ae1,0 ETH,0.00692649
0xc9ed62f8aaae08746a82bf37a67799bb1066c7663cc24dc7b3e468f5ad2193fa,Transfer,19389843,9 mins ago,builder0x69.eth,0x91da5bf3...C6355c59c,0.055726449 ETH,0.00108759
0x9fe705383e260ae21d9ed60de1c2fd2d46f7a3e9cf189b94d850f27a53d1d42a,Transfer,19389843,9 mins ago,mercuryo,Tether: USDT Stablecoin,0 ETH,0.00327424
0xb9bff0c4e2296f27324d90b475d3519c9aaeda74aa752003da8da3a12425f944,_transfer With T...,19389843,9 mins ago,0xCdF74BFF...d4866703A,0x32D3e847...13d2CDA2d,0 ETH,0.00546519
0x787e1c17f3020f0d3564d7ff66c0e60ab7bb4e251c401032f76451c830e0734c,Transfer*,19389843,9 mins ago,0x415c8893...226b84AA7,0xFf000000...000081457,0 ETH,0.06994706
0xf3d28e0a92492fe60bcd86f858f1207ec06005895fcc484295b413b350358dc0,Commit Batch,19389843,9 mins ago,Scroll: Batch Committer,Scroll: L1 Scroll Chain Proxy,0 ETH,0.05923676
0xb33f29148fa1f60f70d5cb42e94c439e6d9de0dc744a9735f1cb39c0945cd2e6,Execute,19389843,9 mins ago,0x8fBdAe44...A288Ff345,Uniswap: Universal Router,0 ETH,0.019561
0x87e3f4b40991f83910ed3fe09a37d8ae9c7a3faf2bac2c790984b344e7969ac5,Approve,19389843,9 mins ago,0x60CEEf10...A96f475f6,Swell Network: rswETH Token,0 ETH,0.00279573
0x98e9c6b6002780b5d655b0e999e7b5a0537c8aba75053f95545bfe6b65cbe946,Vault In,19389843,9 mins ago,0x026151a3...F17846986,0x77F0De65...dfD3f5DA9,0 ETH,0.00474513
0x478e328fdf4313474a0acb47bec4bdf6798a0901ed21639347905a6e0dfca070,Execute,19389843,9 mins ago,0x5c89754A...4d7A88f1A,Uniswap: Universal Router,0 ETH,0.00946863
0x259427e5d8a7b45fc5f1d3aa049bf2554a3d5ed2d38de6104e20532016d37121,Execute,19389843,9 mins ago,0x8DD85568...CD005217d,Uniswap: Universal Router,5 ETH,0.00807348
0x00fe6e3af5d44590c3827f1e58c40057deda68c661d14bf6c8ae7bdea7a5c6ab,Take Bid Single,19389843,9 mins ago,0x35701880...0d84c4D2b,Blur.io: Marketplace 3,0 ETH,0.0095363
0x58fb2f4b63a155530a422242ce462f6eafdf7ee7010dba4b9bc7400e363b3620,Transfer,19389843,9 mins ago,0xb2c4f3e7...B6a494220,0x52586654...51F479CAB,0.002387981 ETH,0.00108815
0xe2c2ca517529ed36c0debeedfcea3f430c9fd2e5775ecaf132f41b012908f6c7,Execute,19389843,9 mins ago,0x0f2a4197...5c4e4d8bC,Uniswap: Universal Router,0 ETH,0.01012851
0xdd7465bce91d62b99ea92b2bee105364e1b44a081fe801b2e5089dc9a4b8150c,Execute,19389843,9 mins ago,0x78Ec9745...824d8738B,Uniswap: Universal Router,0.3 ETH,0.00714903
0xe28aad171e8a16db9b3cd5e89061ae0cacdd65b7798c14e53154e445998d053c,Execute,19389843,9 mins ago,0x6F230379...6d99Efa15,Uniswap: Universal Router,0 ETH,0.00946784
0xae3e8e531da53c07a25d97c630818ac4fc3f26fc0eeab45cb84bc1c243d13997,Buy With Eth,19389843,9 mins ago,0x9219a427...50B496466,0x81b8A3Cd...64dE9fF1a,0.0047 ETH,0.00822242
0x70f4b3bbdff88e09f312bff2a80e18b52435239216087738c5e696d14d237712,Execute,19389843,9 mins ago,0xDaeB5f43...544fC3aA4,Uniswap: Universal Router,0.764 ETH,0.0076415
0x4e463f981fda4ab615f12f4fb64dc5713d9ab9a2142ef07e681ce852b2281735,Stake,19389843,9 mins ago,0x4D860c6B...D565aeAB8,0xe0D0Cf87...354deC994,0 ETH,0.00382088
0x7df744005733d13ead367f54a1984419d6905f97c201b26370cbbc6b920ee598,Transfer,19389843,9 mins ago,0x90c2547A...1c5EF5FDB,Tether: USDT Stablecoin,0 ETH,0.00214113
0xcaf287dee6bf5f6547db61ddaac1f6e36aef0140965fc31882389f65489c983b,Execute,19389843,9 mins ago,0x9B98C0Ad...902BA03Bc,Uniswap: Universal Router,0 ETH,0.0098688
